workload_id,actual_best_policy,pred_best_policy,true_best_rank_in_pred,topk,topk_hit,top1_hit,actual_best_score_mean,actual_score_mean_of_pred_choice,actual_regret,pred_topk_policies
W2759,EC-4-3,EC-3-2,4,3,0,0,365.44227699687326,638.2359064987213,272.79362950184805,"EC-3-2,EC-4-2,EC-2-2"
W2760,EC-2-2,EC-4-2,2,3,1,0,329.73171200046636,330.3151820009589,0.5834700004925253,"EC-4-2,EC-2-2,EC-3-2"
W2767,EC-2-2,EC-2-2,1,3,1,1,314.31237450010485,314.31237450010485,0.0,"EC-2-2,EC-4-3,EC-4-2"
W2777,EC-3-2,EC-2-2,2,3,1,0,395.37673316651,667.727836666624,272.35110350011394,"EC-2-2,EC-3-2,EC-4-2"
W2780,EC-4-2,EC-4-2,1,3,1,1,448.2142789984209,448.2142789984209,0.0,"EC-4-2,EC-7-3,EC-2-2"
W2782,EC-4-2,EC-4-2,1,3,1,1,380.5037299983572,380.5037299983572,0.0,"EC-4-2,EC-2-2,EC-8-3"
W2787,EC-4-2,EC-2-2,2,3,1,0,337.83255816600405,399.1755400004422,61.34298183443815,"EC-2-2,EC-4-2,EC-3-2"
W2812,EC-4-2,EC-4-2,1,3,1,1,434.3199815000389,434.3199815000389,0.0,"EC-4-2,EC-2-2,EC-4-3"
W2826,EC-4-3,EC-4-3,1,3,1,1,923.8758142000734,923.8758142000734,0.0,"EC-4-3,EC-4-2,EC-7-3"
W2847,EC-4-2,EC-4-2,1,3,1,1,500.3577093999411,500.3577093999411,0.0,"EC-4-2,EC-3-2,EC-2-2"
W2848,EC-4-3,EC-4-3,1,3,1,1,769.7444104494025,769.7444104494025,0.0,"EC-4-3,EC-7-3,EC-8-4"
W2852,EC-8-3,EC-4-2,2,3,1,0,595.864560844954,1022.4450990000757,426.58053815512176,"EC-4-2,EC-8-3,EC-4-3"
W2856,EC-7-3,EC-2-2,6,3,0,0,579.1622108390584,1085.3525058330433,506.19029499398493,"EC-2-2,EC-3-2,EC-4-2"
W2862,EC-4-2,EC-2-2,3,3,1,0,337.0829556667256,2025.968620333818,1688.8856646670924,"EC-2-2,EC-3-2,EC-4-2"
W2863,EC-2-2,EC-4-2,2,3,1,0,389.11096599986195,430.17760583476655,41.066639834904606,"EC-4-2,EC-2-2,EC-4-3"
W2864,EC-7-3,EC-4-3,2,3,1,0,635.7721599870274,637.3500436626879,1.5778836756604733,"EC-4-3,EC-7-3,EC-2-2"
W2868,EC-4-2,EC-3-2,3,3,1,0,414.5080816648867,865.244278499328,450.7361968344413,"EC-3-2,EC-2-2,EC-4-2"
W2874,EC-4-2,EC-4-2,1,3,1,1,621.3609283339185,621.3609283339185,0.0,"EC-4-2,EC-5-3,EC-3-2"
W2876,EC-4-2,EC-3-2,3,3,1,0,562.5893835023513,1291.4435904973893,728.854206995038,"EC-3-2,EC-2-2,EC-4-2"
W2882,EC-8-4,EC-3-2,6,3,0,0,740.5959577050194,1058.6388375698202,318.04287986480085,"EC-3-2,EC-2-2,EC-4-2"
W2884,EC-3-2,EC-3-2,1,3,1,1,555.6874498570584,555.6874498570584,0.0,"EC-3-2,EC-4-2,EC-2-2"
W2888,EC-2-2,EC-2-2,1,3,1,1,645.9298824283906,645.9298824283906,0.0,"EC-2-2,EC-4-2,EC-3-2"
W2891,EC-3-2,EC-3-2,1,3,1,1,453.40287540381854,453.40287540381854,0.0,"EC-3-2,EC-4-2,EC-2-2"
W2896,EC-2-2,EC-2-2,1,3,1,1,685.749637214745,685.749637214745,0.0,"EC-2-2,EC-4-2,EC-6-3"
W2898,EC-2-2,EC-2-2,1,3,1,1,495.609617286066,495.609617286066,0.0,"EC-2-2,EC-3-2,EC-4-2"
W2902,EC-4-2,EC-2-2,3,3,1,0,828.6192334986222,2045.1811551702901,1216.561921671668,"EC-2-2,EC-3-2,EC-4-2"
W2910,EC-4-2,EC-4-2,1,3,1,1,713.9905797119874,713.9905797119874,0.0,"EC-4-2,EC-3-2,EC-4-3"
W2917,EC-2-2,EC-2-2,1,3,1,1,591.631277501051,591.631277501051,0.0,"EC-2-2,EC-4-2,EC-3-2"
W2928,EC-2-2,EC-2-2,1,3,1,1,399.4933125000557,399.4933125000557,0.0,"EC-2-2,EC-4-2,EC-3-2"
W2930,EC-4-2,EC-4-2,1,3,1,1,454.55952337601957,454.55952337601957,0.0,"EC-4-2,EC-2-2,EC-3-2"
W2931,EC-2-2,EC-2-2,1,3,1,1,418.6038957084672,418.6038957084672,0.0,"EC-2-2,EC-3-2,EC-4-2"
W2935,EC-3-2,EC-4-2,2,3,1,0,683.5163769997052,756.6604567495006,73.14407974979531,"EC-4-2,EC-3-2,EC-7-3"
W2958,EC-2-2,EC-2-2,1,3,1,1,422.7682741106946,422.7682741106946,0.0,"EC-2-2,EC-4-2,EC-7-3"
W2959,EC-2-2,EC-2-2,1,3,1,1,554.7229437776069,554.7229437776069,0.0,"EC-2-2,EC-4-2,EC-3-2"
W2968,EC-3-2,EC-2-2,3,3,1,0,789.422403720083,1175.3373459998531,385.9149422797701,"EC-2-2,EC-4-2,EC-3-2"
W2969,EC-2-2,EC-2-2,1,3,1,1,715.3710192392715,715.3710192392715,0.0,"EC-2-2,EC-3-2,EC-6-3"
W2987,EC-3-2,EC-4-2,2,3,1,0,587.8954523004203,828.0300651747666,240.13461287434632,"EC-4-2,EC-3-2,EC-2-2"
W2989,EC-2-2,EC-4-2,3,3,1,0,492.91483900019557,616.5741213992078,123.65928239901223,"EC-4-2,EC-3-2,EC-2-2"
W2992,EC-4-2,EC-3-2,2,3,1,0,608.3226003010168,1080.2991790001215,471.9765786991047,"EC-3-2,EC-4-2,EC-2-2"
W2995,EC-2-2,EC-3-2,2,3,1,0,924.3851285998971,1106.0008368996023,181.61570829970515,"EC-3-2,EC-2-2,EC-4-3"
W2997,EC-2-2,EC-4-2,3,3,1,0,685.3175848004108,1300.7408935725446,615.4233087721337,"EC-4-2,EC-3-2,EC-2-2"
W3000,EC-2-2,EC-3-2,2,3,1,0,685.06183189902,866.8468590013617,181.7850271023417,"EC-3-2,EC-2-2,EC-4-2"
