target,MAE_ms,RMSE_ms,R2,NMAE_vs_median,NRMSE_vs_median,median_y_ms,n_eval,notes
avg_upload_ms,54.21271709345873,124.76050760252987,0.3978583924757385,0.3916541476609123,0.9013193377224655,138.41987227056052,6000,ok
p95_upload_ms,85.20076257570587,191.19876643831347,0.3682745393594896,0.40889968522862047,0.9176105125028476,208.36592849923363,6000,ok
avg_download_ms,21.691047134317078,53.02361258708982,0.16548676905451742,0.8384713011098763,2.0496372148445365,25.86975500008748,6000,ok
p95_download_ms,34.11071152209094,76.94945532633713,0.16580982579438364,1.204088007848551,2.716270409924325,28.32908500022313,6000,ok
reconstruction_time_ms,32.48197892783706,63.828790893274764,0.542567131216585,0.8587045440854993,1.687399431706605,37.82672299985279,2340,ok
