workload_id,policy_name,file_size_mb,num_objects,concurrency,read_ratio,failure_state,total_mb,read_mb,write_mb,per_thread_mb,io_intensity,payload_bytes,data_disks_used_pct_before,mem_available_kb_before,load1_before,cpu_steal_pct_before,runnable_procs,dirty_kb,writeback_kb,swap_activity_delta,disk_reads_delta_max,disk_writes_delta_max,disk_io_time_ms_delta_max,disk_weighted_io_time_delta_max,disk_sectors_rw_delta_max,failed_disks,failed_nodes,failure_disk,time_since_last_failure_s,avg_upload_ms,p95_upload_ms,avg_download_ms,p95_download_ms,reconstruction_time_ms
W0006,EC-8-4,0.015625,1,1,1.0,1,0.015625,0.015625,0.0,0.015625,0.015625,16384,69.14426027418172,1718708,21.37,0.0,4,8768,0,0.0,51.0,41.0,156.0,36.0,1217.0,1,1,d1,0.5113112926483154,225.97188700092372,225.97188700092372,19.898424001439707,19.898424001439707,20.54565100115724
W0007,EC-10-4,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,71.46727271835088,1493272,24.38,0.0,1,9144,0,0.0,49.0,308.0,248.0,540.0,6057.0,1,1,d1,0.7072415351867676,272.5496370003384,272.5496370003384,67.07579200156033,67.07579200156033,67.76571700174827
W0007,EC-2-2,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,49.6686093869949,2371864,9.89,0.0,1,10892,0,0.0,9.0,10.0,136.0,120.0,334.0,1,1,d1,0.4733123779296875,214.78431700006692,214.78431700006692,11.143497999910323,11.143497999910323,11.45782200001122
W0007,EC-3-2,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,52.279322364174064,2385564,9.97,0.0,2,9612,0,0.0,23.0,803.0,196.0,364.0,19530.0,1,1,d1,0.2946574687957763,30.38453400040453,30.38453400040453,12.83506900017528,12.83506900017528,13.30619999953342
W0007,EC-4-2,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,54.64105245481193,2366812,7.87,0.0,1,12080,0,0.0,9.0,25.0,140.0,184.0,369.0,1,1,d1,0.4034790992736816,133.7300929999401,133.7300929999401,15.286564999769324,15.286564999769324,15.743675000521762
W0007,EC-4-3,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,57.234059315897845,2225244,13.22,0.0,1,7140,0,0.0,27.0,35.0,352.0,408.0,1351.0,1,1,d1,0.4462358951568603,143.70447500004957,143.70447500004957,14.472692999333958,14.472692999333958,15.077808000569348
W0007,EC-5-3,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,59.69857075249495,2015352,11.49,0.0,3,7704,0,0.0,16.0,16.0,380.0,524.0,402.0,1,1,d1,0.3465044498443603,42.23334699963743,42.23334699963743,18.97941599963815,18.97941599963815,19.975870000052964
W0007,EC-6-3,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,62.08870968621328,1955500,15.91,0.0,1,9036,0,0.0,11.0,30.0,312.0,456.0,592.0,1,1,d1,0.3896551132202148,103.69084299964015,103.69084299964015,19.78018100089685,19.78018100089685,20.866990000286023
W0007,EC-7-3,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,64.37167959208598,1899472,15.58,0.0,9,10600,0,0.0,33.0,7.0,88.0,8.0,504.0,1,1,d1,0.5301246643066406,222.6209190012014,222.6209190012014,31.897093998850323,31.897093998850323,33.1897050000407
W0007,EC-8-3,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,66.69609871152907,1778504,16.38,0.0,7,10596,0,0.0,26.0,18.0,236.0,176.0,552.0,1,1,d1,0.4984538555145263,217.5555430003442,217.5555430003442,22.63663799749338,22.63663799749338,23.198737999337027
W0007,EC-8-4,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,69.14431343342173,1716760,21.37,0.0,5,9264,0,0.0,54.0,22.0,304.0,364.0,1009.0,1,1,d1,0.5196554660797119,210.68096499948297,210.68096499948297,27.7436040014436,27.7436040014436,28.21231200141483
W0008,EC-10-4,0.015625,1,2,0.2,0,0.015625,0.003125,0.0125,0.0078125,0.03125,16384,70.1120719454428,1695348,14.11,0.0,1,12228,0,0.0,46.0,38.0,284.0,1044.0,933.0,0,0,d1,2.3580126762390137,69.73518200175022,69.73518200175022,25.421669000934344,25.421669000934344,
W0008,EC-2-2,0.015625,1,2,0.2,0,0.015625,0.003125,0.0125,0.0078125,0.03125,16384,47.96359355371971,2502108,4.57,0.0,1,3488,0,0.0,12.0,15.0,160.0,140.0,1202.0,0,0,d1,,173.4874580001815,173.4874580001815,14.37710300024264,14.37710300024264,
