workload_id,policy_name,file_size_mb,num_objects,concurrency,read_ratio,failure_state,total_mb,read_mb,write_mb,per_thread_mb,io_intensity,payload_bytes,data_disks_used_pct_before,mem_available_kb_before,load1_before,cpu_steal_pct_before,runnable_procs,dirty_kb,writeback_kb,swap_activity_delta,disk_reads_delta_max,disk_writes_delta_max,disk_io_time_ms_delta_max,disk_weighted_io_time_delta_max,disk_sectors_rw_delta_max,failed_disks,failed_nodes,failure_disk,time_since_last_failure_s,avg_upload_ms,p95_upload_ms,avg_download_ms,p95_download_ms,reconstruction_time_ms
W0005,EC-8-3,0.015625,1,1,0.8,1,0.015625,0.0125,0.0031249999999999,0.015625,0.015625,16384,66.69583427838649,1779860,16.38,0.0,1,10496,0,0.0,48.0,25.0,340.0,376.0,1108.0,1,1,d1,0.5076980590820312,219.41351300120004,219.41351300120004,29.174121998948976,29.174121998948976,29.69810599824996
W0005,EC-8-4,0.015625,1,1,0.8,1,0.015625,0.0125,0.0031249999999999,0.015625,0.015625,16384,69.14423028691814,1720104,21.37,0.0,7,8812,0,0.0,38.0,34.0,124.0,32.0,819.0,1,1,d1,0.4297261238098144,139.85687999957008,139.85687999957008,19.585169000492897,19.585169000492897,20.14220400087652
W0006,EC-10-4,0.015625,1,1,1.0,1,0.015625,0.015625,0.0,0.015625,0.015625,16384,71.46724273108731,1493996,25.11,0.0,2,9128,0,0.0,47.0,17.0,372.0,556.0,769.0,1,1,d1,0.595167875289917,233.41063900079465,233.41063900079465,32.3046939993219,32.3046939993219,32.98782400088385
W0006,EC-2-2,0.015625,1,1,1.0,1,0.015625,0.015625,0.0,0.015625,0.015625,16384,49.668578036673885,2371140,9.89,0.0,3,10700,0,0.0,7.0,17.0,112.0,108.0,453.0,1,1,d1,0.2864081859588623,28.371708000122453,28.371708000122453,10.104821999902924,10.104821999902924,10.773863000395068
W0006,EC-3-2,0.015625,1,1,1.0,1,0.015625,0.015625,0.0,0.015625,0.015625,16384,52.27900340873403,2383648,9.97,0.0,4,9188,0,0.0,13.0,44.0,268.0,376.0,1784.0,1,1,d1,0.3469080924987793,72.80063100006373,72.80063100006373,15.742151000267768,15.742151000267768,16.21329599947785
W0006,EC-4-2,0.015625,1,1,1.0,1,0.015625,0.015625,0.0,0.015625,0.015625,16384,54.6410551809268,2367120,7.87,0.0,1,11944,0,0.0,14.0,17.0,216.0,316.0,304.0,1,1,d1,0.4096870422363281,122.44730600014007,122.44730600014007,13.033426999754738,13.033426999754738,13.489586999639869
W0006,EC-4-3,0.015625,1,1,1.0,1,0.015625,0.015625,0.0,0.015625,0.015625,16384,57.23388757066089,2226280,13.22,0.0,2,7024,0,0.0,12.0,22.0,348.0,568.0,512.0,1,1,d1,0.5964868068695068,263.70237700029975,263.70237700029975,71.08549000076891,71.08549000076891,72.01670500035107
W0006,EC-5-3,0.015625,1,1,1.0,1,0.015625,0.015625,0.0,0.015625,0.015625,16384,59.6984862429339,2015668,11.49,0.0,1,7628,0,0.0,19.0,860.0,92.0,16.0,20572.0,1,1,d1,0.5755617618560791,246.28861599921947,246.28861599921947,54.01881200123171,54.01881200123171,55.23438699856342
W0006,EC-6-3,0.015625,1,1,1.0,1,0.015625,0.015625,0.0,0.015625,0.015625,16384,62.08869196646662,1957340,15.91,0.0,1,8708,0,0.0,7.0,19.0,208.0,168.0,274.0,1,1,d1,0.4609096050262451,183.25877100141952,183.25877100141952,21.879281999645173,21.879281999645173,22.33033000084106
W0006,EC-7-3,0.015625,1,1,1.0,1,0.015625,0.015625,0.0,0.015625,0.015625,16384,64.37161825450137,1896140,15.58,0.0,1,10608,0,0.0,29.0,373.0,112.0,8.0,8142.0,1,1,d1,0.3129701614379883,50.74385400075698,50.74385400075698,19.299667999803205,19.299667999803205,19.9404439990758
W0006,EC-8-3,0.015625,1,1,1.0,1,0.015625,0.015625,0.0,0.015625,0.015625,16384,66.69607962872496,1781728,16.38,0.0,4,10576,0,0.0,58.0,35.0,460.0,440.0,1706.0,1,1,d1,0.336423397064209,55.2925679985492,55.2925679985492,22.05199200034258,22.05199200034258,23.0899429989222
W0006,EC-8-4,0.015625,1,1,1.0,1,0.015625,0.015625,0.0,0.015625,0.015625,16384,69.14426027418172,1718708,21.37,0.0,4,8768,0,0.0,51.0,41.0,156.0,36.0,1217.0,1,1,d1,0.5113112926483154,225.97188700092372,225.97188700092372,19.898424001439707,19.898424001439707,20.54565100115724
W0007,EC-10-4,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,71.46727271835088,1493272,24.38,0.0,1,9144,0,0.0,49.0,308.0,248.0,540.0,6057.0,1,1,d1,0.7072415351867676,272.5496370003384,272.5496370003384,67.07579200156033,67.07579200156033,67.76571700174827
W0007,EC-2-2,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,49.6686093869949,2371864,9.89,0.0,1,10892,0,0.0,9.0,10.0,136.0,120.0,334.0,1,1,d1,0.4733123779296875,214.78431700006692,214.78431700006692,11.143497999910323,11.143497999910323,11.45782200001122
W0007,EC-3-2,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,52.279322364174064,2385564,9.97,0.0,2,9612,0,0.0,23.0,803.0,196.0,364.0,19530.0,1,1,d1,0.2946574687957763,30.38453400040453,30.38453400040453,12.83506900017528,12.83506900017528,13.30619999953342
W0007,EC-4-2,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,54.64105245481193,2366812,7.87,0.0,1,12080,0,0.0,9.0,25.0,140.0,184.0,369.0,1,1,d1,0.4034790992736816,133.7300929999401,133.7300929999401,15.286564999769324,15.286564999769324,15.743675000521762
W0007,EC-4-3,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,57.234059315897845,2225244,13.22,0.0,1,7140,0,0.0,27.0,35.0,352.0,408.0,1351.0,1,1,d1,0.4462358951568603,143.70447500004957,143.70447500004957,14.472692999333958,14.472692999333958,15.077808000569348
W0007,EC-5-3,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,59.69857075249495,2015352,11.49,0.0,3,7704,0,0.0,16.0,16.0,380.0,524.0,402.0,1,1,d1,0.3465044498443603,42.23334699963743,42.23334699963743,18.97941599963815,18.97941599963815,19.975870000052964
W0007,EC-6-3,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,62.08870968621328,1955500,15.91,0.0,1,9036,0,0.0,11.0,30.0,312.0,456.0,592.0,1,1,d1,0.3896551132202148,103.69084299964015,103.69084299964015,19.78018100089685,19.78018100089685,20.866990000286023
W0007,EC-7-3,0.015625,1,2,0.0,1,0.015625,0.0,0.015625,0.0078125,0.03125,16384,64.37167959208598,1899472,15.58,0.0,9,10600,0,0.0,33.0,7.0,88.0,8.0,504.0,1,1,d1,0.5301246643066406,222.6209190012014,222.6209190012014,31.897093998850323,31.897093998850323,33.1897050000407
